price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,city,ev_yenilendi_mi,ev_yili
334990,4.0,2.5,2220,4228,2.0,0,0,3,2220,0,Seattle,0,2014
2700000,5.0,4.75,5305,8401,2.0,0,2,3,3745,1560,Kirkland,0,2005
1030000,3.0,4.0,3880,13095,2.0,0,3,3,3700,180,Kirkland,0,2009
1130000,4.0,3.25,3810,8519,1.0,0,1,3,2680,1130,Kirkland,0,2007
556000,3.0,3.0,1960,1168,2.0,0,0,3,1600,360,Issaquah,0,2007
360000,3.0,2.5,1530,1131,3.0,0,0,3,1530,0,Seattle,0,2009
324000,3.0,2.5,1750,7208,2.0,0,0,3,1750,0,Renton,0,1994
1050000,4.0,3.25,3440,35021,2.0,0,0,3,3440,0,Kirkland,1,2009
749000,4.0,2.5,2930,18199,2.0,0,0,3,2930,0,Sammamish,1,2006
1600000,3.0,2.5,3160,12824,1.0,0,2,4,1820,1340,Bellevue,0,1966
373500,2.0,1.0,800,3330,1.0,0,0,3,800,0,Seattle,0,1918
770000,4.0,2.5,2350,8001,2.0,0,0,4,2350,0,Bellevue,0,1987
356000,2.0,1.75,1060,16470,1.0,0,0,3,1060,0,Woodinville,1,2004
625000,3.0,1.75,2060,12558,1.0,0,0,4,1350,710,Redmond,0,1984
494400,2.0,1.75,1560,1750,1.0,0,0,4,780,780,Seattle,0,1904
585000,4.0,1.75,3000,42200,1.0,0,3,3,1500,1500,Renton,1,2005
926300,3.0,1.5,1660,4800,2.0,0,0,3,1660,0,Seattle,1,1983
600000,3.0,1.75,1650,5100,1.0,0,0,5,1040,610,Seattle,0,1908
219900,3.0,1.0,910,6000,1.0,0,0,2,910,0,Seattle,0,1956
270000,2.0,1.5,840,867,2.0,0,0,3,840,0,Seattle,0,2005
432000,3.0,2.25,1470,1578,2.0,0,0,3,1090,380,Seattle,0,2007
300000,6.0,2.0,2040,10812,1.0,0,0,4,2040,0,Renton,0,1943
305000,4.0,1.75,2200,8100,1.5,0,0,5,1400,800,Seattle,0,1942
503000,2.0,1.75,2860,59612,1.0,1,4,3,1510,1350,Federal Way,1,2003
235750,2.0,1.0,740,11250,1.0,0,0,2,740,0,Seattle,0,1938
657000,4.0,1.75,2740,8520,1.0,0,2,3,1370,1370,Seattle,1,2005
385000,3.0,1.0,1250,7300,1.0,0,0,4,1250,0,Bellevue,0,1956
389950,4.0,2.5,3140,8060,2.0,0,0,3,3140,0,Federal Way,0,1991
150000,2.0,1.0,820,10270,1.0,0,0,3,820,0,Seattle,1,2005
254500,4.0,2.75,2570,7264,2.0,0,0,3,1720,850,Auburn,1,2006
555000,4.0,2.25,2350,8140,1.0,0,0,4,1430,920,Bellevue,0,1977
1075000,4.0,3.0,3600,9200,1.0,0,4,4,2100,1500,Bellevue,1,1992
245000,4.0,2.0,1580,8000,1.0,0,0,3,1040,540,Federal Way,1,2011
319950,2.0,1.0,1070,5824,1.0,0,2,5,1070,0,Seattle,0,1949
337000,3.0,1.0,1070,6109,1.0,0,0,5,1070,0,Seattle,0,1951
492000,4.0,2.0,1640,5000,2.0,0,0,3,1640,0,Seattle,1,1983
1170000,3.0,2.75,2890,12130,2.0,0,3,4,2830,60,Kirkland,0,1987
348580,3.0,1.0,1220,7876,1.0,0,0,3,1220,0,Kirkland,1,1963
180000,2.0,1.0,1400,4500,1.0,0,0,3,900,500,Renton,1,2008
400000,3.0,1.0,1040,6250,1.0,0,0,3,1040,0,Seattle,1,1999
910000,4.0,3.25,3340,10890,1.5,0,0,3,2240,1100,Redmond,1,2000
1150000,6.0,4.5,6040,219542,2.0,0,0,3,4100,1940,Issaquah,0,1996
431500,3.0,3.5,1900,1612,2.0,0,0,3,1430,470,Seattle,0,2008
677000,3.0,2.0,2000,3207,1.0,0,0,4,1100,900,Seattle,0,1916
1180500,3.0,1.75,1610,7200,1.0,0,0,3,1090,520,Seattle,1,2013
635700,4.0,2.5,3240,13978,1.0,0,0,3,1860,1380,Sammamish,1,2004
482000,5.0,2.25,2230,9600,1.0,0,0,3,1320,910,Woodinville,0,1978
168000,2.0,2.5,1160,2174,2.0,0,0,3,1160,0,Seattle,1,2006
805000,4.0,2.75,2410,6000,1.0,0,0,5,1410,1000,Seattle,0,1950
592500,4.0,3.0,2170,8240,1.0,0,0,4,1370,800,Redmond,0,1968
940000,4.0,2.75,2080,4000,1.5,0,0,3,2080,0,Seattle,1,2000
655000,4.0,2.5,2860,12394,2.0,0,0,3,2860,0,Sammamish,0,1999
380000,2.0,2.5,1230,987,2.0,0,0,3,1060,170,Seattle,0,2011
648360,4.0,1.75,2260,7005,1.0,0,1,4,1130,1130,Kirkland,1,1988
432000,3.0,2.75,2200,14925,1.0,0,0,3,1100,1100,Redmond,0,1982
1050000,4.0,2.5,3030,12590,1.5,0,0,4,3030,0,Bellevue,0,1988
353250,2.0,1.0,1060,1600,2.0,0,0,3,1060,0,Seattle,1,2014
1000000,4.0,3.0,4260,18687,2.0,0,0,3,4260,0,Sammamish,0,1996
320000,3.0,2.25,998,844,2.0,0,0,3,798,200,Seattle,0,2007
349900,4.0,2.5,2052,3723,2.0,0,0,3,2052,0,Federal Way,0,2014
321000,3.0,2.25,1347,1292,3.0,0,0,3,1347,0,Seattle,0,2010
1051000,4.0,3.75,3860,5474,2.5,0,0,3,3860,0,Issaquah,0,2007
2150000,4.0,5.5,5060,10320,2.0,0,0,3,5060,0,Bellevue,0,2008
359000,3.0,1.5,1360,885,3.0,0,0,3,1360,0,Seattle,0,2008
300000,5.0,2.5,2760,6000,2.0,0,0,3,2760,0,Seattle,0,2006
380000,5.0,3.5,2420,4670,2.0,0,0,3,2420,0,Seattle,1,1923
660000,3.0,2.5,2450,4332,2.0,0,0,3,2450,0,Redmond,0,2010
355000,3.0,2.25,1280,959,3.0,0,0,3,1280,0,Seattle,0,2005
259000,3.0,2.5,1550,3569,2.0,0,0,3,1550,0,Auburn,0,2011
353000,1.0,1.0,550,1279,2.0,0,0,3,550,0,Seattle,0,2008
430000,2.0,2.5,1520,1588,2.0,0,0,3,1240,280,Seattle,0,2007
460000,3.0,1.0,1670,4005,1.5,0,0,4,1170,500,Seattle,1,1989
782000,4.0,2.5,2380,9614,2.0,0,0,4,2380,0,Bellevue,0,1991
325000,3.0,1.0,1920,6862,1.0,0,2,3,1120,800,Seattle,1,2008
980000,4.0,3.0,3680,5854,1.0,0,3,3,2060,1620,Seattle,1,2011
902000,4.0,2.25,2530,9200,1.0,0,0,5,1570,960,Bellevue,0,1976
556000,5.0,2.5,3840,16905,2.0,0,0,3,3840,0,Federal Way,0,1991
662990,3.0,1.75,1240,3600,1.5,0,0,5,1240,0,Seattle,0,1926
439950,4.0,2.5,2380,12067,2.0,0,0,3,2380,0,Renton,0,2002
175000,2.0,1.0,1300,44431,1.0,0,0,5,1300,0,Auburn,0,1958
306000,2.0,1.0,780,13500,1.0,0,0,4,780,0,Woodinville,1,1989
478000,3.0,1.0,1280,2580,1.5,0,0,3,1280,0,Seattle,1,2014
515000,2.0,1.0,1680,6500,1.0,0,0,4,1140,540,Seattle,1,1998
550000,3.0,2.5,2510,5400,2.0,0,0,3,2510,0,Renton,0,1992
149000,3.0,1.0,1700,8645,1.0,0,0,3,1700,0,Seattle,1,2005
526000,3.0,1.75,1680,3420,1.0,0,0,3,960,720,Seattle,0,1992
1050000,3.0,4.0,4380,42769,2.0,0,0,5,4380,0,Redmond,0,1983
625000,3.0,2.5,2600,10092,1.0,0,0,3,2600,0,Sammamish,0,1984
950000,5.0,3.25,3400,7452,2.0,0,0,3,3400,0,Bellevue,0,1999
377691,5.0,1.75,2120,8399,1.0,0,0,4,1320,800,Shoreline,1,1982
648475,4.0,2.75,2250,5700,1.0,0,0,3,1200,1050,Seattle,1,1994
383000,3.0,1.0,1800,5612,1.0,0,0,4,1200,600,Seattle,1,1982
535000,3.0,2.5,2210,7620,2.0,0,0,3,2210,0,Redmond,0,1994
449950,3.0,2.0,1560,4080,2.0,0,0,3,1560,0,Seattle,1,1982
465425,4.0,2.75,2430,20720,1.0,0,0,3,2430,0,Woodinville,1,2011
675000,4.0,2.5,2560,36601,2.0,0,0,4,2560,0,Sammamish,0,1987
599000,3.0,2.75,1960,2500,1.5,0,0,5,1410,550,Seattle,0,1926
416000,3.0,1.5,1110,9762,1.0,0,0,4,1110,0,Redmond,0,1963
595000,2.0,1.5,1030,4500,1.0,0,0,3,830,200,Seattle,1,2011
200000,4.0,1.0,1350,11507,1.0,0,0,3,1350,0,Renton,1,1963
402000,3.0,2.0,1540,1827,2.0,0,0,3,1540,0,Issaquah,0,2005
433000,4.0,1.75,1830,9600,1.0,0,0,4,1010,820,Bellevue,0,1966
275000,4.0,1.5,1930,15531,2.0,0,0,3,1930,0,Federal Way,1,2014
410000,3.0,2.0,1650,9641,1.5,0,0,3,1650,0,Kirkland,1,2009
1325000,4.0,3.0,3370,7920,1.0,0,3,3,1860,1510,Seattle,1,2000
735000,3.0,2.5,2390,9157,2.0,0,0,3,2390,0,Redmond,0,1984
607000,3.0,1.0,1230,8114,1.0,0,0,4,1230,0,Bellevue,1,1999
549900,4.0,3.0,2830,213879,2.0,0,0,4,2830,0,Auburn,0,1987
661254,4.0,4.0,2290,6250,1.5,0,0,5,1690,600,Seattle,0,1940
799950,4.0,3.5,4220,196817,2.0,0,0,3,4220,0,Auburn,0,1993
132500,3.0,1.0,1080,10500,1.0,0,0,3,1080,0,Auburn,1,2011
467100,3.0,1.75,1620,8645,1.0,0,0,3,1190,430,Redmond,1,2013
641000,3.0,1.75,1620,3975,1.0,0,0,5,940,680,Seattle,0,1926
350000,3.0,1.0,1010,11244,1.0,0,0,4,1010,0,Shoreline,1,1988
335000,4.0,2.5,1750,8476,1.0,0,0,4,1240,510,Renton,0,1983
900000,3.0,3.5,4080,217697,1.5,0,3,3,4080,0,Auburn,0,2000
440000,4.0,2.5,2560,10400,1.0,0,0,4,1280,1280,Issaquah,0,1965
464600,3.0,1.75,1120,5500,1.5,0,0,4,1120,0,Seattle,1,1968
1200000,4.0,3.5,4740,172497,2.0,0,0,3,4740,0,Redmond,0,2003
300000,2.0,1.0,1340,7788,1.0,0,2,3,1340,0,Seattle,1,2012
670500,4.0,2.0,1590,6750,1.0,0,0,3,1590,0,Seattle,1,1994
552000,3.0,1.0,1430,5000,1.0,0,0,4,1080,350,Seattle,1,1985
244000,4.0,1.0,1450,8960,1.0,0,0,3,1450,0,Seattle,1,2002
788600,4.0,2.75,3500,7200,2.0,0,0,3,3500,0,Redmond,0,2005
445000,3.0,2.0,1630,8702,1.0,0,0,3,1630,0,Renton,1,2000
530000,4.0,1.75,1814,5000,1.0,0,0,4,944,870,Seattle,1,1999
90000,2.0,1.0,580,7500,1.0,0,0,3,580,0,Seattle,1,2002
585000,3.0,2.0,1670,4572,1.5,0,0,3,1670,0,Seattle,0,1931
498000,2.0,2.0,1140,8282,1.0,0,0,3,1140,0,Kirkland,1,2009
379000,2.0,1.0,800,6380,1.0,0,2,3,800,0,Seattle,1,1996
462000,3.0,1.75,1300,2580,1.0,0,0,5,820,480,Seattle,1,1934
388000,4.0,2.5,2440,7155,2.0,0,0,3,2440,0,Renton,0,1993
665000,3.0,2.75,1800,9550,1.0,0,0,4,1320,480,Bellevue,0,1966
550000,3.0,2.0,1830,9152,1.0,0,0,5,1830,0,Bellevue,0,1959
606000,3.0,1.0,1500,3920,1.0,0,0,3,1000,500,Seattle,1,2012
334000,4.0,2.5,2210,6080,1.0,0,2,4,1410,800,Seattle,0,1965
360000,3.0,2.0,1270,1323,3.0,0,0,3,1270,0,Seattle,0,2006
235000,2.0,1.0,1140,1730,1.5,0,0,3,1010,130,Seattle,0,2007
580000,3.0,2.5,1620,1173,3.0,0,4,3,1470,150,Seattle,0,2008
355000,3.0,2.0,1220,1186,3.0,0,0,3,1220,0,Seattle,0,2007
375000,2.0,2.5,750,1430,2.0,0,0,3,750,0,Seattle,0,2006
479000,3.0,1.0,1370,3000,1.5,0,0,3,1370,0,Seattle,1,2011
2000000,5.0,4.0,4580,4443,3.0,1,4,3,4580,0,Sammamish,1,2003
501000,2.0,1.0,1010,4320,1.0,0,0,5,1010,0,Seattle,1,1956
496700,3.0,2.5,1740,5782,2.0,0,0,4,1740,0,Issaquah,0,1989
347000,4.0,1.5,2670,10026,2.0,0,0,3,2670,0,Auburn,0,1996
199000,2.0,1.0,720,7200,1.0,0,0,5,720,0,Renton,0,1943
820000,4.0,2.5,3670,7000,2.0,0,0,3,3670,0,Sammamish,0,2005
675000,3.0,3.0,2980,28000,1.0,0,0,3,1820,1160,Redmond,1,2013
355300,3.0,2.5,1620,7410,1.0,0,0,5,1620,0,Shoreline,0,1955
276000,3.0,1.0,1140,5000,1.0,0,0,3,1140,0,Seattle,1,2012
880000,3.0,2.0,2130,35169,1.0,0,0,4,2130,0,Woodinville,0,1989
370000,3.0,2.5,1780,4050,2.0,0,0,3,1780,0,Shoreline,0,2001
346000,4.0,2.5,2100,3916,2.0,0,0,3,2100,0,Renton,0,2009
172500,3.0,1.0,1140,8800,1.0,0,0,3,1140,0,Auburn,1,2002
468000,2.0,1.0,1160,6000,1.0,0,0,4,860,300,Seattle,1,1982
477000,4.0,2.75,1720,6270,2.0,0,0,3,1720,0,Seattle,0,1978
529000,3.0,1.0,1210,3328,1.5,0,0,4,1210,0,Seattle,0,1924
312000,3.0,1.5,1255,1374,3.0,0,0,3,1255,0,Seattle,1,2003
326100,2.0,1.0,880,7683,1.0,0,0,3,880,0,Seattle,1,1999
360000,3.0,1.0,1050,9206,1.5,0,0,3,1050,0,Seattle,1,2005
360000,3.0,1.0,1570,9467,1.0,0,0,3,1570,0,Shoreline,1,2005
1050000,4.0,2.5,2920,7200,1.0,0,3,3,1470,1450,Seattle,1,2006
688000,4.0,3.0,3000,4000,1.5,0,3,3,1970,1030,Seattle,1,2014
585000,3.0,1.75,1850,7735,1.0,0,0,4,1850,0,Issaquah,0,1983
375000,3.0,1.75,1440,8775,1.0,0,0,3,1440,0,Kirkland,1,2013
326500,3.0,1.0,1810,12375,2.0,0,0,3,1810,0,Woodinville,1,2014
160000,2.0,1.0,1180,9350,1.0,0,0,3,1180,0,Seattle,0,1918
1570000,4.0,3.75,3070,5850,2.0,0,0,5,2400,670,Seattle,0,1927
735000,5.0,2.75,3390,5211,2.0,0,0,3,3390,0,Sammamish,1,2003
400000,2.0,1.0,1470,6120,1.0,0,0,2,1470,0,Seattle,0,1940
800000,4.0,2.5,2680,7200,1.0,0,0,3,1380,1300,Kirkland,1,2013
949880,4.0,2.25,2290,10687,2.0,0,0,3,2290,0,Bellevue,0,1978
405000,3.0,1.75,1980,8100,1.0,0,0,4,1310,670,Shoreline,1,1985
399000,4.0,2.5,2870,9292,2.0,0,0,3,2540,330,Renton,1,2014
730001,3.0,2.0,1840,4750,1.0,0,0,5,1010,830,Seattle,0,1951
751750,2.0,2.0,1880,5400,1.5,0,0,3,1880,0,Seattle,0,1902
457500,3.0,1.75,1840,4030,1.0,0,0,5,1050,790,Seattle,0,1925
515000,4.0,2.5,3200,6473,2.0,0,0,3,3200,0,Renton,0,2005
732000,3.0,2.5,2330,1987,2.0,0,4,3,1410,920,Seattle,1,2003
415000,3.0,2.25,1950,8868,1.0,0,0,3,1350,600,Shoreline,1,2000
1655000,4.0,3.5,3080,4815,2.0,0,3,3,2300,780,Seattle,1,2009
535000,2.0,1.0,1040,5527,1.0,0,0,3,1040,0,Seattle,1,1994
540000,4.0,4.25,1960,3565,2.0,0,0,3,1960,0,Seattle,1,2003
525000,5.0,3.0,2750,3800,1.5,0,0,5,1750,1000,Seattle,0,1926
570000,3.0,1.75,1930,36210,1.0,0,0,3,1930,0,Woodinville,1,2004
569950,5.0,4.5,4850,40902,2.0,0,0,3,4850,0,Federal Way,0,2001
1100000,3.0,2.75,2640,4050,1.5,0,0,5,1750,890,Seattle,0,1926
830000,4.0,2.5,1850,50662,1.0,0,0,3,1430,420,Redmond,0,1978
495000,4.0,2.25,1940,9144,1.0,0,0,4,1430,510,Bellevue,0,1956
415000,5.0,1.5,1900,10226,1.0,0,0,3,1130,770,Kirkland,1,2004
857000,4.0,3.0,3720,29043,2.0,0,0,3,3720,0,Kirkland,0,1991
499950,3.0,3.5,1820,1501,2.0,0,0,3,1430,390,Seattle,0,2014
465000,3.0,2.0,1560,8640,1.0,0,0,5,1560,0,Kirkland,0,1967
329000,3.0,1.0,1600,5952,1.0,0,0,4,1150,450,Seattle,0,1964
475000,3.0,2.0,1230,11502,1.0,0,0,4,1230,0,Redmond,0,1984
255000,3.0,1.0,960,8100,1.0,0,0,3,960,0,Shoreline,1,2005
435000,3.0,1.0,1270,4000,1.5,0,2,3,1270,0,Seattle,1,1954
685000,3.0,2.5,2810,7700,2.0,0,0,3,2810,0,Bellevue,0,2001
715000,2.0,2.5,2160,5581,1.0,0,0,3,2160,0,Redmond,0,2002
780000,3.0,3.0,2520,2152,1.5,0,0,3,1560,960,Seattle,1,2006
345000,2.0,1.5,1180,844,2.0,0,0,3,990,190,Seattle,0,2005
355000,4.0,2.25,1810,4970,2.0,0,0,3,1810,0,Renton,0,2003
967500,3.0,3.75,3250,5797,2.0,0,2,4,2370,880,Seattle,1,1999
375000,3.0,1.5,2000,7294,1.0,0,0,3,1520,480,Seattle,1,1993
1600000,3.0,3.25,3790,19000,2.0,0,4,3,3790,0,Seattle,0,1985
527500,3.0,1.75,2310,78844,1.0,0,0,3,1760,550,Issaquah,1,2004
994000,3.0,2.25,2510,6339,1.5,0,2,5,1810,700,Seattle,1,2002
313000,3.0,1.75,1320,6205,1.0,0,0,5,1320,0,Shoreline,1,1985
587000,3.0,2.25,2370,217800,2.0,0,0,3,2370,0,Redmond,1,2014
304000,3.0,1.0,900,7500,1.0,0,0,4,900,0,Kirkland,0,1972
675000,3.0,2.5,2540,7680,2.0,0,1,4,2540,0,Seattle,1,2001
305000,4.0,1.0,2100,9288,1.0,0,0,4,1050,1050,Renton,0,1968
280000,3.0,1.0,1200,6250,1.0,0,0,3,920,280,Seattle,1,2002
960000,5.0,4.0,3720,15200,2.0,0,0,3,3720,0,Sammamish,0,2005
500000,3.0,2.25,1760,4539,2.0,0,0,3,1760,0,Issaquah,1,2000
535000,4.0,2.5,2340,5600,2.0,0,0,3,2340,0,Seattle,1,2013
427000,2.0,1.0,920,3780,1.0,0,0,3,920,0,Seattle,1,2006
405000,2.0,1.0,910,6490,1.0,0,0,3,910,0,Seattle,1,1999
480000,3.0,1.0,1150,4945,1.0,0,2,3,1150,0,Seattle,1,2002
725000,3.0,1.5,2500,4774,1.5,0,2,3,1450,1050,Seattle,1,1996
293000,4.0,2.5,3250,235063,1.0,0,2,3,3250,0,Auburn,1,2013
488000,3.0,2.5,1590,2550,3.0,0,0,3,1590,0,Seattle,0,1985
760000,4.0,2.5,3330,7399,2.0,0,0,3,3330,0,Redmond,0,2009
1710000,5.0,4.5,4590,14685,2.0,0,0,3,4590,0,Kirkland,0,2009
754950,3.0,2.5,2610,7256,2.0,0,0,3,2610,0,Kirkland,0,2014
460000,3.0,3.5,1600,1431,2.0,0,0,3,1240,360,Seattle,0,2006
399950,3.0,3.0,1296,1051,3.0,0,0,3,1296,0,Seattle,0,2009
370000,2.0,2.25,1280,835,2.0,0,0,3,1080,200,Seattle,0,2009
450800,4.0,3.25,2510,5311,2.0,0,0,3,2510,0,Renton,0,2009
627000,3.0,3.5,2710,3475,2.0,0,0,3,1650,1060,Issaquah,0,2005
495000,3.0,2.5,1750,1548,3.0,0,0,3,1750,0,Seattle,1,1923
550000,4.0,1.0,1660,34848,1.0,0,0,1,930,730,Redmond,0,1933
799000,4.0,3.0,2580,209523,2.0,0,0,3,2580,0,Redmond,0,1984
630000,4.0,2.5,2740,43101,2.0,0,0,3,2740,0,Woodinville,0,1993
267000,3.0,2.5,2495,4400,2.0,0,0,3,2495,0,Federal Way,0,2007
544500,4.0,2.5,2230,10414,1.0,0,0,5,1450,780,Issaquah,0,1974
599000,4.0,2.75,2020,2750,1.0,0,0,3,1010,1010,Seattle,1,2014
815000,4.0,2.25,2000,3800,2.0,0,0,3,2000,0,Seattle,0,2001
254000,2.0,1.0,1060,8187,1.0,0,0,4,1060,0,Shoreline,0,1952
740000,2.0,1.75,2080,4800,1.0,0,0,5,1080,1000,Seattle,0,1923
225000,3.0,2.0,2030,24829,1.0,0,0,4,1220,810,Auburn,0,1979
925000,3.0,2.5,2690,7000,2.0,0,0,5,1840,850,Seattle,0,1943
1285000,4.0,2.5,3240,10800,1.0,0,0,3,2260,980,Seattle,0,1946
537000,3.0,2.5,1550,12920,2.0,0,0,5,1550,0,Kirkland,0,1999
335000,4.0,2.0,1480,3132,1.0,0,0,5,740,740,Seattle,0,1910
840000,4.0,2.75,3040,2800,2.0,0,0,3,2100,940,Seattle,1,2014
224000,3.0,1.5,1560,7300,1.0,0,0,4,1040,520,Auburn,0,1964
395000,3.0,2.5,2250,3757,2.0,0,0,3,2250,0,Renton,0,2006
450000,3.0,1.0,1100,4600,1.0,0,0,3,1100,0,Seattle,1,2009
681000,3.0,1.0,1700,6356,1.5,0,0,3,1700,0,Seattle,1,1983
898000,5.0,1.5,2680,28014,1.0,0,0,4,1450,1230,Bellevue,0,1963
370000,3.0,1.0,800,2296,1.0,0,0,4,800,0,Seattle,0,1908
429000,2.0,1.75,1350,6315,1.0,0,0,3,1350,0,Redmond,0,2005
150000,3.0,1.0,820,7680,1.5,0,0,3,820,0,Seattle,1,2006
326000,3.0,2.75,1720,28000,1.0,0,0,4,1720,0,Renton,1,1972
225000,3.0,2.5,1680,6755,2.0,0,0,3,1680,0,Auburn,0,1994
245100,3.0,1.75,1300,7958,1.0,0,0,3,1300,0,Auburn,0,1996
665000,3.0,2.5,2190,10370,2.0,0,0,3,2190,0,Sammamish,1,2000
535000,3.0,2.5,1720,4006,2.0,0,0,3,1720,0,Issaquah,0,1994
305000,3.0,1.0,1160,11776,1.0,0,0,3,1160,0,Woodinville,1,1997
999000,7.0,4.0,3150,34830,1.0,0,0,3,3150,0,Bellevue,1,2005
432500,3.0,1.75,1980,5100,1.0,0,0,3,1270,710,Seattle,1,1993
655000,4.0,2.5,2990,5669,2.0,0,0,3,2990,0,Sammamish,0,2003
266200,3.0,1.5,1430,9600,1.0,0,0,4,1430,0,Renton,0,1966
370000,4.0,2.5,3090,18645,2.0,0,0,3,3090,0,Federal Way,0,1995
465000,6.0,3.25,4250,23326,1.0,0,3,3,2150,2100,Federal Way,1,2011
1175000,3.0,2.5,1970,23180,1.0,1,4,3,1100,870,Seattle,1,1998
189000,2.0,2.0,1700,3171,1.0,0,0,5,850,850,Auburn,0,1927
820000,3.0,2.5,2510,5503,2.0,0,2,3,2510,0,Seattle,0,1995
968000,6.0,2.75,3610,17580,1.0,0,4,5,2070,1540,Sammamish,0,1959
1400000,4.0,3.25,2980,7000,2.0,0,3,3,2140,840,Seattle,1,2014
438750,3.0,1.75,1610,6480,1.0,0,0,4,1610,0,Seattle,1,1988
1210000,4.0,2.75,3650,6982,2.0,0,2,4,2530,1120,Seattle,1,2003
600000,4.0,2.0,2510,38141,1.0,0,0,3,2510,0,Kirkland,1,2012
589000,3.0,1.0,1110,6000,1.5,0,0,5,1110,0,Seattle,1,2002
590000,3.0,2.0,1650,6150,2.0,0,0,4,1650,0,Seattle,1,1993
210000,2.0,1.5,880,1157,2.0,0,0,3,880,0,Seattle,0,2007
840500,3.0,2.0,2520,5400,1.5,0,0,4,1410,1110,Seattle,1,1990
420000,3.0,1.75,1820,22320,1.0,0,0,3,1250,570,Redmond,1,2004
565000,7.0,4.5,4140,9066,1.0,0,0,3,2070,2070,Seattle,0,1978
840000,4.0,2.5,3420,8405,2.0,0,0,3,3420,0,Sammamish,0,2000
681716,4.0,2.5,3150,7277,2.0,0,0,3,3150,0,Renton,0,2006
600000,3.0,1.75,1580,7416,1.0,0,0,3,1150,430,Bellevue,1,2011
380000,3.0,2.0,1660,8281,1.0,0,0,3,1660,0,Seattle,1,1998
355000,2.0,1.0,1270,3200,1.0,0,0,4,960,310,Seattle,0,1920
277000,4.0,1.0,1450,6250,1.0,0,0,3,990,460,Seattle,1,2000
236000,4.0,2.25,1830,9485,1.0,0,0,4,1200,630,Federal Way,0,1989
270000,3.0,1.75,1300,4127,1.0,0,0,4,650,650,Seattle,1,1953
700000,2.0,1.75,2320,5500,1.5,0,2,3,1720,600,Seattle,1,2000
635000,3.0,2.5,2300,5500,1.5,0,0,4,2000,300,Seattle,0,1921
510250,3.0,1.75,1400,4000,1.0,0,0,3,870,530,Seattle,1,1994
960000,4.0,2.25,2410,4560,2.0,0,2,5,1800,610,Seattle,0,1929
299000,3.0,1.0,1390,9624,1.5,0,0,4,1390,0,Shoreline,1,1979
580000,5.0,2.0,1940,6000,1.0,0,0,5,970,970,Seattle,0,1945
1970000,8.0,3.5,4440,6480,2.0,0,3,5,3140,1300,Seattle,0,1959
285000,2.0,1.0,800,6240,1.0,0,0,3,800,0,Seattle,1,2005
840000,4.0,1.75,2330,4000,2.0,0,0,5,1300,1030,Seattle,1,1956
474800,2.0,3.25,1400,1243,3.0,0,0,3,1400,0,Seattle,0,2000
490000,4.0,2.5,2360,4367,2.0,0,0,3,2360,0,Woodinville,0,2003
465000,3.0,2.25,1840,5752,2.0,0,0,3,1840,0,Kirkland,0,2003
430000,3.0,3.75,3890,7140,1.0,0,2,3,2390,1500,Seattle,1,2007
253400,3.0,2.0,1400,8640,1.0,0,0,5,1400,0,Federal Way,0,1968
355000,3.0,2.5,2400,9701,1.0,0,0,3,2400,0,Federal Way,1,2009
186950,2.0,2.0,1390,1302,2.0,0,0,3,1390,0,Federal Way,0,1986
306000,3.0,2.5,1680,11193,2.0,0,0,3,1680,0,Renton,0,1984
510000,4.0,1.5,2040,8800,1.0,0,0,4,1020,1020,Bellevue,1,2001
345000,2.0,1.0,1080,4000,1.0,0,0,3,1080,0,Seattle,1,1996
875000,3.0,2.75,2280,4280,1.0,0,0,5,1280,1000,Seattle,0,1917
1400000,4.0,3.25,4700,9160,1.0,0,4,3,2520,2180,Seattle,0,2005
499950,4.0,2.5,2798,4473,2.0,0,0,3,2798,0,Renton,1,1912
739000,3.0,2.5,2810,5400,2.0,0,0,3,2810,0,Redmond,0,2005
363000,4.0,2.5,3753,7204,2.0,0,0,3,3336,417,Federal Way,0,2008
782000,4.0,3.5,3910,8095,2.0,0,0,3,3130,780,Issaquah,0,2007
325000,2.0,2.5,1050,1609,2.0,0,0,3,1050,0,Seattle,0,2005
485000,4.0,1.0,1600,4300,1.5,0,0,4,1600,0,Seattle,0,1916
264950,4.0,2.25,1720,9753,1.0,0,0,4,1120,600,Federal Way,1,2000
472000,6.0,2.5,4410,14034,1.0,0,2,4,2350,2060,Federal Way,0,1965
565000,4.0,2.5,2440,22594,2.0,0,0,3,2440,0,Redmond,0,1996
535000,3.0,2.5,1360,1016,3.0,0,0,3,1310,50,Seattle,0,2003
389000,2.0,1.0,910,7000,1.0,0,0,3,910,0,Seattle,1,2008
400000,4.0,1.5,1390,7200,1.0,0,0,3,1140,250,Seattle,1,1993
690000,4.0,2.5,2920,9904,2.0,0,0,4,2920,0,Issaquah,0,1990
695000,3.0,2.5,2390,4555,2.0,0,0,3,2390,0,Sammamish,0,2006
230000,2.0,1.0,950,7560,1.0,0,0,3,950,0,Renton,1,2004
820000,4.0,2.25,2280,6660,1.5,0,2,3,1960,320,Seattle,1,1984
436500,2.0,1.0,1260,5000,1.0,0,0,3,1040,220,Seattle,1,1994
2453500,4.0,3.5,4730,13586,1.5,0,0,5,4270,460,Seattle,0,1935
672000,3.0,2.5,2620,21587,2.0,0,0,3,2620,0,Redmond,0,1992
